id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed.work	abstract
data/Antipodes/41955878-NGRAMS1	doi	Linking Australian Poetry with the United States and Canada	BARBARA WILLIAMS	Antipodes	1	2	1987-11-01	p. 108-110	publisher	type	reviewed_work	http://www.jstor.org/stable/41955878
data/Antipodes/41955903-NGRAMS1	doi	Dalwurra	COLIN JOHNSON	Antipodes	2	1	1988-04-01	p. 3-3	publisher	type	reviewed_work	http://www.jstor.org/stable/41955903
data/Antipodes/41955904-NGRAMS1	doi	Home	COLIN JOHNSON	Antipodes	2	1	1988-04-01	p. 3-3	publisher	type	reviewed_work	http://www.jstor.org/stable/41955904
data/Antipodes/41955905-NGRAMS1	doi	Kelp Harvesters (King Island)	ANDREW SANT	Antipodes	2	1	1988-04-01	p. 4-4	publisher	type	reviewed_work	http://www.jstor.org/stable/41955905
data/Antipodes/41955906-NGRAMS1	doi	The World's Worse End?	THOMAS KENEALLY	Antipodes	2	1	1988-04-01	p. 5-8	publisher	type	reviewed_work	http://www.jstor.org/stable/41955906
data/Antipodes/41955908-NGRAMS1	doi	Aunt Chloe	THOMAS KENEALLY	Antipodes	2	1	1988-04-01	p. 9-9	publisher	type	reviewed_work	http://www.jstor.org/stable/41955908
data/Antipodes/41955909-NGRAMS1	doi	Beyond the Cringe	RUTH MORSE	Antipodes	2	1	1988-04-01	p. 10-16	publisher	type	reviewed_work	http://www.jstor.org/stable/41955909
data/Antipodes/41955910-NGRAMS1	doi	Nose	CHRIS WALLACE-CRABBE	Antipodes	2	1	1988-04-01	p. 15-15	publisher	type	reviewed_work	http://www.jstor.org/stable/41955910
data/Antipodes/41955911-NGRAMS1	doi	Oysters	MARION HALLIGAN	Antipodes	2	1	1988-04-01	p. 17-19	publisher	type	reviewed_work	http://www.jstor.org/stable/41955911
data/Antipodes/41955912-NGRAMS1	doi	The retired Vice-Chancellor wears his Order of Australia lapel badge into the Supermarket	HAL COLEBATCH	Antipodes	2	1	1988-04-01	p. 19-19	publisher	type	reviewed_work	http://www.jstor.org/stable/41955912
data/Antipodes/41955913-NGRAMS1	doi	C. Hartley Grattan's View of "Australian Literature" in 1928	C. Hartley Grattan	Antipodes	2	1	1988-04-01	p. 20-24	publisher	type	reviewed_work	http://www.jstor.org/stable/41955913
data/Antipodes/41955914-NGRAMS1	doi	Trawl	PHILLIP O'NEILL	Antipodes	2	1	1988-04-01	p. 25-26	publisher	type	reviewed_work	http://www.jstor.org/stable/41955914
data/Antipodes/41955915-NGRAMS1	doi	Some Australian Scholars at Home and Abroad	JOSEPH JONES	Antipodes	2	1	1988-04-01	p. 27-29	publisher	type	reviewed_work	http://www.jstor.org/stable/41955915
data/Antipodes/41955916-NGRAMS1	doi	Fire (1)	MARGARET SCOTT	Antipodes	2	1	1988-04-01	p. 29-29	publisher	type	reviewed_work	http://www.jstor.org/stable/41955916
data/Antipodes/41955918-NGRAMS1	doi	Patrick White at Seventy-five	RAY WILLBANKS	Antipodes	2	1	1988-04-01	p. 31-32	publisher	type	reviewed_work	http://www.jstor.org/stable/41955918
data/Antipodes/41955919-NGRAMS1	doi	Two Australian Balladists: W. H. Ogilvie and E. J. Brady	CLEMENT SEMMLER	Antipodes	2	1	1988-04-01	p. 33-38	publisher	type	reviewed_work	http://www.jstor.org/stable/41955919
data/Antipodes/41955920-NGRAMS1	doi	Towns with Ideals	RICHARD ALLEN	Antipodes	2	1	1988-04-01	p. 38-38	publisher	type	reviewed_work	http://www.jstor.org/stable/41955920
data/Antipodes/41955921-NGRAMS1	doi	At the Yudnamutna Hotel	SUZANNE EDGAR	Antipodes	2	1	1988-04-01	p. 39-40	publisher	type	reviewed_work	http://www.jstor.org/stable/41955921
data/Antipodes/41955922-NGRAMS1	doi	Frontier Victorian Poetry in Australia_ the American West_ and New Zealand	PATRICK D. MORROW	Antipodes	2	1	1988-04-01	p. 41-43	publisher	type	reviewed_work	http://www.jstor.org/stable/41955922
data/Antipodes/41955923-NGRAMS1	doi	Night Life	VIVIAN SMITH	Antipodes	2	1	1988-04-01	p. 43-43	publisher	type	reviewed_work	http://www.jstor.org/stable/41955923
data/Antipodes/41955924-NGRAMS1	doi	Yarning About Yarning: "The Buln-buln and the Brolga" and the Rhetoric of "Such is Life"	ROBERT ZELLER	Antipodes	2	1	1988-04-01	p. 44-48	publisher	type	reviewed_work	http://www.jstor.org/stable/41955924
data/Antipodes/41955926-NGRAMS1	doi	A Conversation with Jessica Anderson	RAY WILLBANKS	Antipodes	2	1	1988-04-01	p. 49-51	publisher	type	reviewed_work	http://www.jstor.org/stable/41955926
data/Antipodes/41955928-NGRAMS1	doi	Common Things	TIMOSHENKO ASLANIDES	Antipodes	2	1	1988-04-01	p. 51-51	publisher	type	reviewed_work	http://www.jstor.org/stable/41955928
data/Antipodes/41955929-NGRAMS1	doi	Rare Things	TIMOSHENKO ASLANIDES	Antipodes	2	1	1988-04-01	p. 51-51	publisher	type	reviewed_work	http://www.jstor.org/stable/41955929
data/Antipodes/41955931-NGRAMS1	doi	Narragansett Burial	PHILIP MARTIN	Antipodes	2	1	1988-04-01	p. 53-53	publisher	type	reviewed_work	http://www.jstor.org/stable/41955931
data/Antipodes/41955932-NGRAMS1	doi	Whores and Geologists	DESMOND O'GRADY	Antipodes	2	1	1988-04-01	p. 54-56	publisher	type	reviewed_work	http://www.jstor.org/stable/41955932
data/Antipodes/41955961-NGRAMS1	doi	Multicultural Literature: Toward a New Australian Literary History	Sneja Gunew	Antipodes	2	2	1988-12-01	p. 75-78	publisher	type	reviewed_work	http://www.jstor.org/stable/41955961
data/Antipodes/41955962-NGRAMS1	doi	"The True Life in Our History": Aboriginal Literature in Australia	J. J. Healy	Antipodes	2	2	1988-12-01	p. 79-85	publisher	type	reviewed_work	http://www.jstor.org/stable/41955962
data/Antipodes/41955964-NGRAMS1	doi	Australians or Antipodeans?	Alison Broinowski	Antipodes	2	2	1988-12-01	p. 87-88	publisher	type	reviewed_work	http://www.jstor.org/stable/41955964
data/Antipodes/41955965-NGRAMS1	doi	Something Indecent	Helen Garlick	Antipodes	2	2	1988-12-01	p. 89-90	publisher	type	reviewed_work	http://www.jstor.org/stable/41955965
data/Antipodes/41955967-NGRAMS1	doi	The Migrant Experience Reflected in Australian Jewish Writing	Sylvia Irlicht	Antipodes	2	2	1988-12-01	p. 91-94	publisher	type	reviewed_work	http://www.jstor.org/stable/41955967
data/Antipodes/41955968-NGRAMS1	doi	Bread	Angelika Fremd	Antipodes	2	2	1988-12-01	p. 93-93	publisher	type	reviewed_work	http://www.jstor.org/stable/41955968
data/Antipodes/41955969-NGRAMS1	doi	Greek Australian Literature: A Greek Way of Being Australian	Con Castan	Antipodes	2	2	1988-12-01	p. 95-97	publisher	type	reviewed_work	http://www.jstor.org/stable/41955969
data/Antipodes/41955970-NGRAMS1	doi	Dopo	Kieran Ridge	Antipodes	2	2	1988-12-01	p. 98-98	publisher	type	reviewed_work	http://www.jstor.org/stable/41955970
data/Antipodes/41955972-NGRAMS1	doi	ode to the wind	Manfred Jurgensen	Antipodes	2	2	1988-12-01	p. 100-100	publisher	type	reviewed_work	http://www.jstor.org/stable/41955972
data/Antipodes/41955973-NGRAMS1	doi	From Anglo-Celtic Culture to Multiculturalism: Ethnic Writing in Australia	Daniel Walden	Antipodes	2	2	1988-12-01	p. 101-103	publisher	type	reviewed_work	http://www.jstor.org/stable/41955973
data/Antipodes/41955974-NGRAMS1	doi	Sleeping Sharks	David P. Reiter	Antipodes	2	2	1988-12-01	p. 103-103	publisher	type	reviewed_work	http://www.jstor.org/stable/41955974
data/Antipodes/41955975-NGRAMS1	doi	A Conversation with David Williamson	Ray Willbanks	Antipodes	2	2	1988-12-01	p. 104-106	publisher	type	reviewed_work	http://www.jstor.org/stable/41955975
data/Antipodes/41955976-NGRAMS1	doi	Thea Astley in America	Thea Astley	Antipodes	2	2	1988-12-01	p. 107-108	publisher	type	reviewed_work	http://www.jstor.org/stable/41955976
data/Antipodes/41955977-NGRAMS1	doi	Dr. Forkhammer has a girl in his room	Thea Astley	Antipodes	2	2	1988-12-01	p. 109-110	publisher	type	reviewed_work	http://www.jstor.org/stable/41955977
data/Antipodes/41955980-NGRAMS1	doi	Fancygoods_ Over the Mountains	John Bryson	Antipodes	2	2	1988-12-01	p. 111-137	publisher	type	reviewed_work	http://www.jstor.org/stable/41955980
data/Antipodes/41955981-NGRAMS1	doi	Loquats	Jan Owen	Antipodes	2	2	1988-12-01	p. 113-113	publisher	type	reviewed_work	http://www.jstor.org/stable/41955981
data/Antipodes/41955982-NGRAMS1	doi	Victa Devotions	Dennis Haskell	Antipodes	2	2	1988-12-01	p. 115-115	publisher	type	reviewed_work	http://www.jstor.org/stable/41955982
data/Antipodes/41955983-NGRAMS1	doi	Beginnings	HERBERT C. JAFFA	Antipodes	2	2	1988-12-01	p. 117-118	publisher	type	reviewed_work	http://www.jstor.org/stable/41955983
data/Antipodes/41955984-NGRAMS1	doi	Becoming Summer	C. E. Hull	Antipodes	2	2	1988-12-01	p. 118-118	publisher	type	reviewed_work	http://www.jstor.org/stable/41955984
data/Antipodes/41955986-NGRAMS1	doi	A Leningrad Poem of Galina Darovskaya	Thomas Shapcott	Antipodes	2	2	1988-12-01	p. 119-119	publisher	type	reviewed_work	http://www.jstor.org/stable/41955986
data/Antipodes/41955988-NGRAMS1	doi	Both Feet Firmly	Maurice Strandgard	Antipodes	2	2	1988-12-01	p. 121-121	publisher	type	reviewed_work	http://www.jstor.org/stable/41955988
data/Antipodes/41955991-NGRAMS1	doi	From a Series: Untold Lives Clergyman	Rosemary Dobson	Antipodes	2	2	1988-12-01	p. 123-123	publisher	type	reviewed_work	http://www.jstor.org/stable/41955991
data/Antipodes/41955994-NGRAMS1	doi	The Mountain Ash	Dorothy Porter	Antipodes	2	2	1988-12-01	p. 125-125	publisher	type	reviewed_work	http://www.jstor.org/stable/41955994
